clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,alternative_matches
seminoma,seminoma,C0036631,MTH,C0036631,Seminoma,1.0,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C5551428"", ""name"": ""Testicular Seminoma"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0334517"", ""name"": ""Spermatocytic seminoma"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0334516"", ""name"": ""Seminoma, anaplastic"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
serious health risks,serious health risks,C3844550,LNC,C3844550,The patient is likely to remain in fragile health and have ongoing high risk(s) of serious complications and death.,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C3845105"", ""name"": ""The patient is temporarily facing high health risks but likely to return to being stable without risk for serious complications and death (beyond those typical of the patient's age)."", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C3844551"", ""name"": ""The patient is temporarily facing high health risk(s) but is likely to return to being stable without heightened risk(s) for serious complications and death (beyond those typical of the patient's age)."", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C5884007"", ""name"": ""Principal illness navigation - peer support by certified or trained auxiliary personnel under the direction of a physician or other practitioner, including a certified peer specialist; 60 minutes per calendar month, in the following activities: person-centered interview, performed to better understand the individual context of the serious, high-risk condition. ++ conducting a person-centered interview to understand the patient's life story, strengths, needs, goals, preferences, and desired outcomes, including understanding cultural and linguistic factors, and including unmet sdoh needs (that are not billed separately). ++ facilitating patient-driven goal setting and establishing an action plan. ++ providing tailored support as needed to accomplish the person-centered goals in the practitioner's treatment plan. identifying or referring patient (and caregiver or family, if applicable) to appropriate supportive services. practitioner, home, and community-based care communication. ++ assist the patient in communicating with their practitioners, home-, and community-based service providers, hospitals, and skilled nursing facilities (or other health care facilities) regarding the patient's psychosocial strengths and needs, goals, preferences, and desired outcomes, including cultural and linguistic factors. ++ facilitating access to community-based social services (e.g., housing, utilities, transportation, food assistance) as needed to address sdoh need(s). health education. helping the patient contextualize health education provided by the patient's treatment team with the patient's individual needs, goals, preferences, and sdoh need(s), and educating the patient (and caregiver if applicable) on how to best participate in medical decision-making. building patient self-advocacy skills, so that the patient can interact with members of the health care team and related community-based services (as needed), in ways that are more likely to promote personalized and effective treatment of their condition. developing and proposing strategies to help meet person-centered treatment goals and supporting the patient in using chosen strategies to reach person-centered treatment goals. facilitating and providing social and emotional support to help the patient cope with the condition, sdoh need(s), and adjust daily routines to better meet person-centered diagnosis and treatment goals. leverage knowledge of the serious, high-risk condition and/or lived experience when applicable to provide support, mentorship, or inspiration to meet treatment goals"", ""source"": ""HCPCS"", ""score"": 0.5}]"
serious illness,serious illness,C4684196,NCI,C4684196,DRRI-2 - A: Someone Close Serious Illness,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C4684363"", ""name"": ""DRRI-2 - N: Someone Close Serious Illness"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C4684345"", ""name"": ""DRRI-2 - M: Someone Close Serious Illness"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C3841614"", ""name"": ""Serious mental illness"", ""source"": ""LNC"", ""score"": 0.5}]"
serious underlying problem,serious underlying problem,UNKNOWN:SERIOUS ,UNKNOWN,,serious underlying problem,0.0,Medical Concept,fallback,[]
severe acne,severe acne,C1861151,OMIM,C1861151,Severe acne,1.0,Disease or Syndrome,umls_api,"[{""umls_id"": ""C3805317"", ""name"": ""Moderate to severe acne"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C1858365"", ""name"": ""Severe cystic acne"", ""source"": ""OMIM"", ""score"": 0.5}, {""umls_id"": ""C3808756"", ""name"": ""Acne, severe comedogenic"", ""source"": ""OMIM"", ""score"": 0.5}]"
severe case of dermatitis,severe case of dermatitis,UNKNOWN:SEVERE C,UNKNOWN,,severe case of dermatitis,0.0,Medical Concept,fallback,[]
severe cases of scleritis,severe cases of scleritis,UNKNOWN:SEVERE C,UNKNOWN,,severe cases of scleritis,0.0,Disease or Syndrome,fallback,[]
severe headache,severe headache,C3174220,LNC,C3174220,Which statement best describes the pain of your severe headaches:Find:Pt:^Patient:Ord:PhenX,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C3843208"", ""name"": ""Pain-free intervals of days or weeks between severe headache attacks"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C3166720"", ""name"": ""When you have a severe headache, do you experience any of the following"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C3174217"", ""name"": ""When you have a severe headache, do you experience any of the following:Find:Pt:^Patient:Ord:PhenX"", ""source"": ""LNC"", ""score"": 0.8}]"
severe itching,severe itching,C5569306,LNC,C5569306,Itch severity,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C4084921"", ""name"": ""Usual Severity Itching"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C5706753"", ""name"": ""PRO-CTCAE V1.0 - Itching Severity"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C5571135"", ""name"": ""Itch severity:Find:RptPeriod:^Patient:Ord:Reported"", ""source"": ""LNC"", ""score"": 0.5}]"
severe liver damage,severe liver damage,UNKNOWN:SEVERE L,UNKNOWN,,severe liver damage,0.0,Disease or Syndrome,fallback,[]
severe muscle aches and weakness,severe muscle aches and weakness,UNKNOWN:SEVERE M,UNKNOWN,,severe muscle aches and weakness,0.0,Disease or Syndrome,fallback,[]
severe nausea and vomiting,severe nausea and vomiting,C4510184,SNOMEDCT_US,C4510184,History of severe nausea and vomiting following administration of anesthetic agent,0.8,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C1319170"", ""name"": ""Nausea and vomiting status"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
severe preeclampsia,severe preeclampsia,C0341950,SNOMEDCT_US,C0341950,Severe pre-eclampsia,0.5,Disease or Syndrome,umls_api,"[{""umls_id"": ""C4289192"", ""name"": ""GAIA Level 1 Preeclampsia with Severe Features"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C4289151"", ""name"": ""GAIA Level 2 Preeclampsia with Severe Features"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C4289230"", ""name"": ""GAIA Insufficient Evidence for Diagnosis of Preeclampsia with Severe Features"", ""source"": ""NCI"", ""score"": 0.5}]"
severe symptoms,severe symptoms,C0436345,SNOMEDCT_US,C0436345,Symptom severe,0.5,Disease or Syndrome,umls_api,"[{""umls_id"": ""C3846035"", ""name"": ""Severe signs/symptoms"", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C2874869"", ""name"": ""manic episode with psychotic symptoms - severe"", ""source"": ""MEDCIN"", ""score"": 0.5}, {""umls_id"": ""C2874866"", ""name"": ""manic episode without psychotic symptoms - severe"", ""source"": ""MEDCIN"", ""score"": 0.5}]"
sex,sex,C1522384,MTH,C1522384,sex,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0036864"", ""name"": ""Sex Behavior"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1314687"", ""name"": ""Sexual intercourse - finding"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0009253"", ""name"": ""Coitus"", ""source"": ""MTH"", ""score"": 0.5}]"
sex therapist,sex therapist,C0686929,SNOMEDCT_US,C0686929,Patient referral to sex therapist,0.8,Medical Concept,umls_api,[]
sexual arousal,sexual arousal,C0036902,MTH,C0036902,Sexual Arousal Disorder,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0015786"", ""name"": ""Female sexual arousal disorder"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0577268"", ""name"": ""Finding of sexual arousal"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1314759"", ""name"": ""Aroused sexually"", ""source"": ""MTH"", ""score"": 0.5}]"
sexual contact,sexual contact,C4743688,NCI,C4743688,Sexual Contact,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C2919760"", ""name"": ""New sexual contact"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C3174750"", ""name"": ""Have you ever had any kind of sexual experience or sexual contact with a female, for women, or male, for men:Find:Pt:^Patient:Ord:PhenX"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C5235983"", ""name"": ""How has Gynecologic Cancer Affected Your Desire for Sexual Contact Question"", ""source"": ""NCI"", ""score"": 0.8}]"
sexual problems,sexual problems,C0425102,SNOMEDCT_US,C0425102,Sexual problems at work,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0856619"", ""name"": ""Sexual problem"", ""source"": ""MDR"", ""score"": 0.8}, {""umls_id"": ""C4085561"", ""name"": ""How Often Problems with Sexual Interest or Activity"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C4085235"", ""name"": ""Usual Severity Problems with Sexual Interest or Activity"", ""source"": ""MTH"", ""score"": 0.5}]"
sexuality,sexuality,C0036915,MTH,C0036915,Sexuality,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C5854993"", ""name"": ""Sexuality Answer"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C0150076"", ""name"": ""Altered sexuality patterns"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0205949"", ""name"": ""Sexual Orientation"", ""source"": ""MTH"", ""score"": 0.5}]"
sharp objects,sharp objects,C4270688,ICD10CM,C4270688,Contact with other sharp objects,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0481098"", ""name"": ""Injury due to legal intervention involving sharp objects"", ""source"": ""ICD10"", ""score"": 0.8}, {""umls_id"": ""C2906456"", ""name"": ""Legal intervention involving other sharp objects"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C2906430"", ""name"": ""Legal intervention involving unspecified sharp objects"", ""source"": ""ICD10CM"", ""score"": 0.8}]"
"shiny, red patches","shiny, red patches","UNKNOWN:SHINY, R",UNKNOWN,,"shiny, red patches",0.0,Medical Concept,fallback,[]
short stature,short stature,C0349588,MTH,C0349588,Short stature,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0013336"", ""name"": ""Constitutional short stature (disorder)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C4706613"", ""name"": ""SHOX-related short stature"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C4478287"", ""name"": ""Short stature, short-limbed"", ""source"": ""OMIM"", ""score"": 0.8}]"
shortness of breath,shortness of breath,C0748646,CHV,C0748646,shortness of breath intermittent,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C2707305"", ""name"": ""Shortness of breath:-:Pt:^Patient:-"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C4054349"", ""name"": ""No Shortness of Breath"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C4287837"", ""name"": ""Some Shortness of Breath"", ""source"": ""NCI"", ""score"": 0.8}]"
sildenafil,sildenafil,C0529793,MTH,C0529793,sildenafil,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0724693"", ""name"": ""sildenafil citrate"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C4047225"", ""name"": ""sildenafil Injection"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C3213484"", ""name"": ""sildenafil Pill"", ""source"": ""RXNORM"", ""score"": 0.8}]"
silicone,silicone,C5700169,MTH,C5700169,Silicone-containing product,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0037114"", ""name"": ""silicones"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037111"", ""name"": ""Silicone Oils"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0037110"", ""name"": ""Silicone Elastomers"", ""source"": ""MSH"", ""score"": 0.8}]"
silicone gel,silicone gel,C0599034,MSH,C0599034,Silicone Gels,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1271566"", ""name"": ""Silicone gel dressing"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0460847"", ""name"": ""Silicone gel sheet dressing"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0741713"", ""name"": ""Silicone gel-filled breast implant"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
sinusitis,sinusitis,C0037199,MTH,C0037199,Sinusitis,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0149516"", ""name"": ""Chronic sinusitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0149512"", ""name"": ""Acute sinusitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0024959"", ""name"": ""Maxillary Sinusitis"", ""source"": ""MTH"", ""score"": 0.8}]"
size and shape of a woman's breasts,size and shape of a woman's breasts,UNKNOWN:SIZE AND,UNKNOWN,,size and shape of a woman's breasts,0.0,Medical Concept,fallback,[]
skateboard injuries,skateboard injuries,UNKNOWN:SKATEBOA,UNKNOWN,,skateboard injuries,0.0,Medical Concept,fallback,[]
skin,skin,C1123023,MTH,C1123023,Skin,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0444099"", ""name"": ""Skin Specimen"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C4520765"", ""name"": ""Skin, Human"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0007114"", ""name"": ""Malignant neoplasm of skin"", ""source"": ""MTH"", ""score"": 0.8}]"
skin cancer,skin cancer,C3806570,OMIM,C3806570,Skin cancer susceptibility,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0281192"", ""name"": ""Prevention of Skin Cancer"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C0280247"", ""name"": ""stage/cell type, skin cancer"", ""source"": ""PDQ"", ""score"": 0.8}, {""umls_id"": ""C0007114"", ""name"": ""Malignant neoplasm of skin"", ""source"": ""MTH"", ""score"": 0.5}]"
skin problems,skin problems,C0424371,SNOMEDCT_US,C0424371,Self-inflicted skin problems,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C3831296"", ""name"": ""Bothered By Skin Problems Question"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C5983744"", ""name"": ""Extent Have Skin Problems Question"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C4484255"", ""name"": ""Ulcers, wounds and skin problems"", ""source"": ""LNC"", ""score"": 0.8}]"
sleep,sleep,C0037313,MTH,C0037313,Sleep,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0851578"", ""name"": ""Sleep Disorders"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037315"", ""name"": ""Sleep Apnea Syndromes"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037316"", ""name"": ""Sleep Deprivation"", ""source"": ""MTH"", ""score"": 0.8}]"
sleep apnea,sleep apnea,C0037315,MTH,C0037315,Sleep Apnea Syndromes,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0520679"", ""name"": ""Sleep Apnea, Obstructive"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0520680"", ""name"": ""Sleep Apnea, Central"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1561861"", ""name"": ""Organic sleep apnea"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
slow weight gain,slow weight gain,C1856937,SNOMEDCT_US,C1856937,Slow weight gain,1.0,Medical Concept,umls_api,[]
slowed speech and response time,slowed speech and response time,UNKNOWN:SLOWED S,UNKNOWN,,slowed speech and response time,0.0,Medical Concept,fallback,[]
small glands,small glands,C1704224,MTH,C1704224,Intestinal glands of small intestine,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0342491"", ""name"": ""Small adrenal gland"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C3805513"", ""name"": ""Small to absent parathyroid glands"", ""source"": ""OMIM"", ""score"": 0.5}, {""umls_id"": ""C1389851"", ""name"": ""Parathyroid hypoplasia"", ""source"": ""HPO"", ""score"": 0.5}]"
small intestine,small intestine,C0545833,CHV,C0545833,small intestine and small intestine,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1268328"", ""name"": ""Small intestine and small intestine, CS"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C2700416"", ""name"": ""Intestine - Small Intestine (MMHCC)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0192741"", ""name"": ""Anastomosis of small intestine to small intestine"", ""source"": ""MTH"", ""score"": 0.8}]"
small red blisters,small red blisters,UNKNOWN:SMALL RE,UNKNOWN,,small red blisters,0.0,Medical Concept,fallback,[]
"small, inflamed, itchy spots","small, inflamed, itchy spots","UNKNOWN:SMALL, I",UNKNOWN,,"small, inflamed, itchy spots",0.0,Medical Concept,fallback,[]
"small, pale pimples","small, pale pimples","UNKNOWN:SMALL, P",UNKNOWN,,"small, pale pimples",0.0,Medical Concept,fallback,[]
smaller than average,smaller than average,UNKNOWN:SMALLER ,UNKNOWN,,smaller than average,0.0,Medical Concept,fallback,[]
smooth muscle,smooth muscle,C1267092,MTH,C1267092,Smooth muscle (tissue),0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0206658"", ""name"": ""Smooth Muscle Tumor"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1135918"", ""name"": ""Myocytes, Smooth Muscle"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0304437"", ""name"": ""Smooth muscle relaxant"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
snake,snake,C0037382,MSH,C0037382,Snakes,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0037379"", ""name"": ""Snake Bites"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0327366"", ""name"": ""Ground snake"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037380"", ""name"": ""Snake Venoms"", ""source"": ""MTH"", ""score"": 0.8}]"
"snorted, injected, or taken in large doses","snorted, injected, or taken in large doses","UNKNOWN:SNORTED,",UNKNOWN,,"snorted, injected, or taken in large doses",0.0,Medical Concept,fallback,[]
solution,solution,C1382100,MTH,C1382100,Solution Dosage Form,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0525069"", ""name"": ""Pharmaceutical Solutions"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037633"", ""name"": ""Solutions"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C2699488"", ""name"": ""Resolution"", ""source"": ""MTH"", ""score"": 0.8}]"
some alternative therapies,some alternative therapies,UNKNOWN:SOME ALT,UNKNOWN,,some alternative therapies,0.0,Pharmacologic Substance,fallback,[]
some cancers,some cancers,C5985039,NCI,C5985039,Some Gene Mutations Mean Larger Cancer Risk Increase While Others Mean Smaller Risk Increase Question,0.5,Medical Concept,umls_api,[]
some forms,some forms,C4036152,LNC,C4036152,"Mild-to-moderate aphasia; some obvious loss of fluency or facility of comprehension, without significant limitation on ideas expressed or form of expression",0.5,Medical Concept,umls_api,[]
some people with autoimmune disorders,some people with autoimmune disorders,UNKNOWN:SOME PEO,UNKNOWN,,some people with autoimmune disorders,0.0,Disease or Syndrome,fallback,[]
some women,some women,UNKNOWN:SOME WOM,UNKNOWN,,some women,0.0,Medical Concept,fallback,[]
sore mouth,sore mouth,C1579838,MTH,C1579838,Sore mouth,1.0,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0850496"", ""name"": ""Cold sore mouth"", ""source"": ""MDR"", ""score"": 0.8}, {""umls_id"": ""C0221776"", ""name"": ""Oral pain"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0542218"", ""name"": ""Sore roof of mouth (symptom)"", ""source"": ""MTH"", ""score"": 0.5}]"
sore neck,sore neck,UNKNOWN:SORE NEC,UNKNOWN,,sore neck,0.0,Disease or Syndrome,fallback,[]
spasms in the back,spasms in the back,C0238738,SNOMEDCT_US,C0238738,Spasm of back muscles,0.5,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0741413"", ""name"": ""back spasm upper back"", ""source"": ""CHV"", ""score"": 0.5}, {""umls_id"": ""C0238739"", ""name"": ""Spasm of muscle of lower back"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C4040434"", ""name"": ""Muscle spasm of thoracic back"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
speech or vision impairment,speech or vision impairment,UNKNOWN:SPEECH O,UNKNOWN,,speech or vision impairment,0.0,Disease or Syndrome,fallback,[]
sperm,sperm,C0037868,MTH,C0037868,sperm cell,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0037842"", ""name"": ""Sperm count (procedure)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037848"", ""name"": ""Sperm Motility"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037840"", ""name"": ""Sperm Banks"", ""source"": ""MSH"", ""score"": 0.8}]"
spermicides,spermicides,C0087145,MSH,C0087145,Vaginal Spermicides,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C2883475"", ""name"": ""Poisoning by, adverse effect of and underdosing of spermicides"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C0037862"", ""name"": ""Spermatocidal Agents"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C1144908"", ""name"": ""CONTRACEPTIVE SUPPLY, SPERMICIDE (E.G., FOAM, GEL), EACH"", ""source"": ""MTH"", ""score"": 0.5}]"
spinal cord,spinal cord,C0037925,MTH,C0037925,Spinal Cord,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0037928"", ""name"": ""Spinal Cord Diseases"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037929"", ""name"": ""Spinal Cord Injuries"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0037926"", ""name"": ""Compression of spinal cord"", ""source"": ""MTH"", ""score"": 0.8}]"
spinal cord injury,spinal cord injury,C0859273,MTH,C0859273,Spinal cord injury without spinal bone injury,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0840414"", ""name"": ""Cervical spinal cord injury"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0204101"", ""name"": ""Spinal cord injury rehabilitation"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0037929"", ""name"": ""Spinal Cord Injuries"", ""source"": ""MTH"", ""score"": 0.5}]"
spots,spots,C0848332,MTH,C0848332,Spots on skin,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0221200"", ""name"": ""Koplik spots"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1303007"", ""name"": ""Brushfield spots"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0240916"", ""name"": ""Roth spots"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
sprains,sprains,C0038045,MTH,C0038045,Sprain,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0160087"", ""name"": ""Ankle Sprains"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0038048"", ""name"": ""Sprains and Strains"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0564855"", ""name"": ""Dislocations/sprains/strains"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
spreading apart the loosely connected bones of the skull,spreading apart the loosely connected bones of the skull,UNKNOWN:SPREADIN,UNKNOWN,,spreading apart the loosely connected bones of the skull,0.0,Medical Concept,fallback,[]
standards,standards,C0038137,MTH,C0038137,standards characteristics,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0175675"", ""name"": ""Standards of Weights and Measures"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0237893"", ""name"": ""professional standards"", ""source"": ""CHV"", ""score"": 0.8}, {""umls_id"": ""C0401836"", ""name"": ""Standards engineer"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
stem cell transplants,stem cell transplants,C1504389,MTH,C1504389,Stem cell transplant,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0472699"", ""name"": ""Hemopoietic stem cell transplant"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0242602"", ""name"": ""Peripheral Stem Cell Transplantation"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C1705576"", ""name"": ""Allogeneic Hematopoietic Stem Cell Transplantation"", ""source"": ""MTH"", ""score"": 0.5}]"
stillbirth,stillbirth,C0595939,MTH,C0595939,Stillbirth,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0481458"", ""name"": ""Single stillbirth"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C3831525"", ""name"": ""Antepartum stillbirth"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0405334"", ""name"": ""Fresh stillbirth"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
stimulants,stimulants,C0002763,MTH,C0002763,Central Nervous System Stimulants,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0304402"", ""name"": ""Stimulant"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0282685"", ""name"": ""Respiratory Stimulants"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0376447"", ""name"": ""Appetite Stimulants"", ""source"": ""MTH"", ""score"": 0.8}]"
stoma,stoma,C1955856,MTH,C1955856,Surgical Stoma,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0497942"", ""name"": ""Stoma caps"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0448971"", ""name"": ""Colostomy stoma"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0467287"", ""name"": ""Stoma tubing"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
stomach,stomach,C0038351,MTH,C0038351,Stomach,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C3714551"", ""name"": ""Stomach structure"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C4266636"", ""name"": ""Abdomen>Stomach"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0024623"", ""name"": ""Malignant neoplasm of stomach"", ""source"": ""MTH"", ""score"": 0.8}]"
straight,straight,C0445291,MTH,C0445291,Straight,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0445292"", ""name"": ""Straight on"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0557671"", ""name"": ""Straight corridor"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0019421"", ""name"": ""Heterosexuality"", ""source"": ""MTH"", ""score"": 0.5}]"
straight cut,straight cut,UNKNOWN:STRAIGHT,UNKNOWN,,straight cut,0.0,Medical Concept,fallback,[]
streptococcal bacteria,streptococcal bacteria,UNKNOWN:STREPTOC,UNKNOWN,,streptococcal bacteria,0.0,Medical Concept,fallback,[]
stretching,stretching,C0600080,MTH,C0600080,Stretching exercises (regime/therapy),0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0556818"", ""name"": ""Neck stretching"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0556829"", ""name"": ""Hamstring stretching"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0556826"", ""name"": ""Knee stretching"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
